,period_open,period_close,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,returns,longs_count,shorts_count,long_value,short_value,long_exposure,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,ending_exposure,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algorithm_period_return,algo_volatility,benchmark_period_return,benchmark_volatility,alpha,beta,BATBC,short_mavg,long_mavg
2016-01-07 08:29:00+00:00,2016-01-07 04:01:00+00:00,2016-01-07 08:29:00+00:00,25094.9,24512.2,9973457.13525,9973457.13525,9997969.33525,-5.82784385125823e-05,1,0,24512.2,0.0,24512.2,-582.7000000011176,0.0,0.0,[],[],0.002451717861703871,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 245.122}]",0.002451717861703871,25094.9,24512.2,-0.34229073041623687,-0.503227691723518,-0.0003354539305740947,0.002702060561774327,0.0,0.0,486,2016-01,-0.0002030664749990141,0.0003075082253663115,0.0,0.0,,,245.122,253.1957499999999,250.30054000000024
2016-01-10 08:29:00+00:00,2016-01-10 04:01:00+00:00,2016-01-10 08:29:00+00:00,24512.2,25206.100000000002,9973457.13525,9973457.13525,9998663.23525,6.940409364464273e-05,1,0,25206.100000000002,0.0,25206.100000000002,693.9000000003725,0.0,0.0,[],[],0.00252094699130746,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 252.061}]",0.00252094699130746,24512.2,25206.100000000002,-0.22208225277331628,-0.3308345947429517,-0.0003354539305740947,0.002702060561774327,0.0,0.0,487,2016-01,-0.0001336764749990671,0.0003112705692961431,0.0,0.0,,,252.061,253.14407999999992,250.36270000000025
2016-01-11 08:29:00+00:00,2016-01-11 04:01:00+00:00,2016-01-11 08:29:00+00:00,25206.100000000002,25180.9,9973457.13525,9973457.13525,9998638.03525,-2.5203369097281936e-06,1,0,25180.9,0.0,25180.9,-25.199999999254942,0.0,0.0,[],[],0.002518433001697355,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 251.809}]",0.002518433001697355,25206.100000000002,25180.9,-0.22603751810013378,-0.3367178811340056,-0.0003354539305740947,0.002702060561774327,0.0,0.0,488,2016-01,-0.00013619647499907295,0.000310955014174355,0.0,0.0,,,251.809,253.0984899999999,250.42305333333357
2016-01-12 08:29:00+00:00,2016-01-12 04:01:00+00:00,2016-01-12 08:29:00+00:00,25180.9,25184.399999999998,9973457.13525,9973457.13525,9998641.53525,3.5004767529045466e-07,1,0,25184.399999999998,0.0,25184.399999999998,3.5,0.0,0.0,[],[],0.0025187821676787717,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 251.844}]",0.0025187821676787717,25180.9,25184.399999999998,-0.2252257938404511,-0.33550834216053405,-0.0003354539305740947,0.002702060561774327,0.0,0.0,489,2016-01,-0.00013584647499909064,0.0003106365774837341,0.0,0.0,,,251.844,253.04308999999995,250.4826700000002
2016-01-13 08:29:00+00:00,2016-01-13 04:01:00+00:00,2016-01-13 08:29:00+00:00,25184.399999999998,25184.399999999998,9973457.13525,9973457.13525,9998641.53525,0.0,1,0,25184.399999999998,0.0,25184.399999999998,0.0,0.0,0.0,[],[],0.0025187821676787717,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 251.844}]",0.0025187821676787717,25184.399999999998,25184.399999999998,-0.22499627838179398,-0.33516581185973765,-0.0003354539305740947,0.002702060561774327,0.0,0.0,490,2016-01,-0.00013584647499909064,0.00031031885449195004,0.0,0.0,,,251.844,252.98056999999994,250.55388000000022
2016-01-14 08:29:00+00:00,2016-01-14 04:01:00+00:00,2016-01-14 08:29:00+00:00,25184.399999999998,25085.4,9973457.13525,9973457.13525,9998542.53525,-9.901345062846012e-06,1,0,25085.4,0.0,25085.4,-99.0,0.0,0.0,[],[],0.002508905664156658,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 250.854}]",0.002508905664156658,25184.399999999998,25085.4,-0.2411005146041787,-0.3590350601536786,-0.0003354539305740947,0.002702060561774327,0.0,0.0,491,2016-01,-0.00014574647499909776,0.00031007870765879775,0.0,0.0,,,250.854,252.93046999999996,250.61380666666687
2016-01-17 08:29:00+00:00,2016-01-17 04:01:00+00:00,2016-01-17 08:29:00+00:00,25085.4,24663.3,9973457.13525,9973457.13525,9998120.435250001,-4.221615285537883e-05,1,0,24663.3,0.0,24663.3,-422.09999999962747,0.0,0.0,[],[],0.0024667936498389757,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 246.633}]",0.0024667936498389757,25085.4,24663.3,-0.30921375120361644,-0.4578156223092148,-0.0003354539305740947,0.002702060561774327,0.0,0.0,492,2016-01,-0.00018795647499902923,0.000311212200860808,0.0,0.0,,,246.633,252.83485999999994,250.65349666666685
2016-01-18 08:29:00+00:00,2016-01-18 04:01:00+00:00,2016-01-18 08:29:00+00:00,24663.3,24659.800000000003,9973457.13525,9973457.13525,9998116.935250001,-3.500657971278187e-07,1,0,24659.800000000003,0.0,24659.800000000003,-3.5,0.0,0.0,[],[],0.0024664444474596847,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 246.598}]",0.0024664444474596847,24663.3,24659.800000000003,-0.30947618223383067,-0.4582029016821292,-0.0003354539305740947,0.002702060561774327,0.0,0.0,493,2016-01,-0.00018830647499901154,0.0003108957682593256,0.0,0.0,,,246.598,252.73924,250.68739000000016
2016-01-19 08:29:00+00:00,2016-01-19 04:01:00+00:00,2016-01-19 08:29:00+00:00,24659.800000000003,24614.7,9973457.13525,9973457.13525,9998071.83525,-4.510849422323382e-06,1,0,24614.7,0.0,24614.7,-45.100000001490116,0.0,0.0,[],[],0.002461944703499374,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 246.147}]",0.002461944703499374,24659.800000000003,24614.7,-0.3165581272069938,-0.46865315024568066,-0.0003354539305740947,0.002702060561774327,0.0,0.0,494,2016-01,-0.00019281647499913568,0.0003105942990929577,0.0,0.0,,,246.147,252.64936,250.71978000000018
2016-01-20 08:29:00+00:00,2016-01-20 04:01:00+00:00,2016-01-20 08:29:00+00:00,24614.7,24708.5,9973457.13525,9973457.13525,9998165.63525,9.381808967479088e-06,1,0,24708.5,0.0,24708.5,93.80000000074506,0.0,0.0,[],[],0.002471303327170992,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 247.085}]",0.002471303327170992,24614.7,24708.5,-0.3007697457063395,-0.44539050413163983,-0.0003354539305740947,0.002702060561774327,0.0,0.0,495,2016-01,-0.00018343647499896587,0.00031035810194775666,0.0,0.0,,,247.085,252.56877,250.75529666666682
2016-01-21 08:29:00+00:00,2016-01-21 04:01:00+00:00,2016-01-21 08:29:00+00:00,24708.5,24735.4,9973457.13525,9973457.13525,9998192.53525,2.690493534629468e-06,1,0,24735.4,0.0,24735.4,26.90000000037253,0.0,0.0,[],[],0.002473987164459171,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 247.354}]",0.002473987164459171,24708.5,24735.4,-0.29605081500289226,-0.4384125041284124,-0.0003354539305740947,0.002702060561774327,0.0,0.0,496,2016-01,-0.000180746474998994,0.0003100521269069472,0.0,0.0,,,247.354,252.47724000000002,250.79171000000017
2016-01-24 08:29:00+00:00,2016-01-24 04:01:00+00:00,2016-01-24 08:29:00+00:00,24735.4,24750.100000000002,9973457.13525,9973457.13525,9998207.23525,1.4702657453735668e-06,1,0,24750.100000000002,0.0,24750.100000000002,14.699999999254942,0.0,0.0,[],[],0.00247545379062961,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 247.501}]",0.00247545379062961,24735.4,24750.100000000002,-0.29334400002084043,-0.4344070458559906,-0.0003354539305740947,0.002702060561774327,0.0,0.0,497,2016-01,-0.00017927647499893506,0.0003097421712668825,0.0,0.0,,,247.501,252.37476000000004,250.8350033333336
2016-01-25 08:29:00+00:00,2016-01-25 04:01:00+00:00,2016-01-25 08:29:00+00:00,24750.100000000002,24666.8,9973457.13525,9973457.13525,9998123.935250001,-8.33149364065644e-06,1,0,24666.8,0.0,24666.8,-83.29999999888241,0.0,0.0,[],[],0.00246714285197378,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 246.668}]",0.00246714285197378,24750.100000000002,24666.8,-0.3066232771280701,-0.45396479027475906,-0.0003354539305740947,0.002702060561774327,0.0,0.0,498,2016-01,-0.00018760647499882488,0.0003094823494881276,0.0,0.0,,,246.668,252.25970000000004,250.87785000000028
2016-01-26 08:29:00+00:00,2016-01-26 04:01:00+00:00,2016-01-26 08:29:00+00:00,24666.8,24751.9,9973457.13525,9973457.13525,9998209.03525,8.511596830684809e-06,1,0,24751.9,0.0,24751.9,85.09999999962747,0.0,0.0,[],[],0.002475633377211251,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 247.519}]",0.002475633377211251,24666.8,24751.9,-0.2923523996065803,-0.43292578091582035,-0.0003354539305740947,0.002702060561774327,0.0,0.0,499,2016-01,-0.00017909647499880776,0.0003092359813905883,0.0,0.0,,,247.519,252.07134000000005,250.91793666666695
2016-01-27 08:29:00+00:00,2016-01-27 04:01:00+00:00,2016-01-27 08:29:00+00:00,24751.9,24798.8,9973457.13525,9973457.13525,9998255.935250001,4.690840113008576e-06,1,0,24798.8,0.0,24798.8,46.90000000037253,0.0,0.0,[],[],0.0024803125825744246,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 247.988}]",0.0024803125825744246,24751.9,24798.8,-0.2843884278090094,-0.421159957526163,-0.0003354539305740947,0.002702060561774327,0.0,0.0,500,2016-01,-0.00017440647499877837,0.0003089467693948344,0.0,0.0,,,247.988,252.01333000000005,250.9703266666669
2016-01-28 08:29:00+00:00,2016-01-28 04:01:00+00:00,2016-01-28 08:29:00+00:00,24798.8,25763.600000000002,9973457.13525,9973457.13525,9999220.73525,9.649682967172168e-05,1,0,25763.600000000002,0.0,25763.600000000002,964.7999999988824,0.0,0.0,[],[],0.002576560782299388,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 257.636}]",0.002576560782299388,24798.8,25763.600000000002,-0.12381303090760575,-0.1878438648055534,-0.0003354539305740947,0.002702060561774327,0.0,0.0,501,2016-01,-7.792647499893501e-05,0.00031618794248357496,0.0,0.0,,,257.636,252.01585000000006,251.05490333333356
2016-01-31 08:29:00+00:00,2016-01-31 04:01:00+00:00,2016-01-31 08:29:00+00:00,25763.600000000002,26771.800000000003,9973457.13525,9973457.13525,10000228.935250001,0.0001008278571597021,1,0,26771.800000000003,0.0,26771.800000000003,1008.2000000011176,0.0,0.0,[],[],0.0026771187113158543,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 267.718}]",0.0026771187113158543,25763.600000000002,26771.800000000003,0.03564527261887492,0.05544934328144263,-0.0003354539305740947,0.002702060561774327,0.0,0.0,502,2016-01,2.2893525001288495e-05,0.0003238740225189786,0.0,0.0,,,267.718,252.10894000000008,251.17300333333353
2016-02-01 08:29:00+00:00,2016-02-01 04:01:00+00:00,2016-02-01 08:29:00+00:00,26771.800000000003,26170.0,9973457.13525,9973457.13525,9999627.13525,-6.0178622299233986e-05,1,0,26170.0,0.0,26170.0,-601.8000000007451,0.0,0.0,[],[],0.0026170975823435767,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 261.7}]",0.0026170975823435767,26771.800000000003,26170.0,-0.05707878526367035,-0.08773724953470324,-0.0003354539305740947,0.002702060561774327,0.0,0.0,503,2016-02,-3.728647499878779e-05,0.0003263472477165544,0.0,0.0,,,261.7,252.12257000000005,251.27070333333347
2016-02-02 08:29:00+00:00,2016-02-02 04:01:00+00:00,2016-02-02 08:29:00+00:00,26170.0,26274.2,9973457.13525,9973457.13525,9999731.33525,1.0420388539378322e-05,1,0,26274.2,0.0,26274.2,104.19999999925494,0.0,0.0,[],[],0.002627490591410287,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 262.742}]",0.002627490591410287,26170.0,26274.2,-0.041030538317230275,-0.06308529190386965,-0.0003354539305740947,0.002702060561774327,0.0,0.0,504,2016-02,-2.6866474998943346e-05,0.00032610712456145253,0.0,0.0,,,262.742,252.16625000000005,251.3729533333334
2016-02-03 08:29:00+00:00,2016-02-03 04:01:00+00:00,2016-02-03 08:29:00+00:00,26274.2,26093.6,9973457.13525,9973457.13525,9999550.73525,-1.8060485221571554e-05,1,0,26093.6,0.0,26093.6,-180.59999999962747,0.0,0.0,[],[],0.002609477234613744,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 260.936}]",0.002609477234613744,26274.2,26093.6,-0.06860135543302469,-0.10536533212495992,-0.0003354539305740947,0.002702060561774327,0.0,0.0,505,2016-02,-4.492647499898528e-05,0.00032603169320217574,0.0,0.0,,,260.936,252.17207000000002,251.47583333333344
2016-02-04 08:29:00+00:00,2016-02-04 04:01:00+00:00,2016-02-04 08:29:00+00:00,26093.6,25890.4,9973457.13525,9973457.13525,9999347.53525,-2.0320912946902858e-05,1,0,25890.4,0.0,25890.4,-203.19999999925494,0.0,0.0,[],[],0.0025892089367561618,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 258.904}]",0.0025892089367561618,26093.6,25890.4,-0.09950971851734015,-0.15263559017318798,-0.0003354539305740947,0.002702060561774327,0.0,0.0,506,2016-02,-6.524647499894787e-05,0.00032602152945033884,0.0,0.0,,,258.904,252.17589000000004,251.57148666666671
2016-02-07 08:29:00+00:00,2016-02-07 04:01:00+00:00,2016-02-07 08:29:00+00:00,25890.4,26685.000000000004,9973457.13525,9973457.13525,10000142.13525,7.946518482326859e-05,1,0,26685.000000000004,0.0,26685.000000000004,794.5999999996275,0.0,0.0,[],[],0.002668462071747632,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 266.85}]",0.002668462071747632,25890.4,26685.000000000004,0.021540734319981977,0.033527556371271035,-0.0003354539305740947,0.002702060561774327,0.0,0.0,507,2016-02,1.4213525001194327e-05,0.00033049785401603087,0.0,0.0,,,266.85,252.27333000000002,251.6940233333334
2016-02-08 08:29:00+00:00,2016-02-08 04:01:00+00:00,2016-02-08 08:29:00+00:00,26685.000000000004,25903.399999999998,9973457.13525,9973457.13525,9999360.53525,-7.8158889086688e-05,1,0,25903.399999999998,0.0,25903.399999999998,-781.5999999996275,0.0,0.0,[],[],0.0025905056537050214,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 259.034}]",0.0025905056537050214,26685.000000000004,25903.399999999998,-0.09460260744583006,-0.14449396672183745,-0.0003354539305740947,0.002702060561774327,0.0,0.0,508,2016-02,-6.394647499885497e-05,0.00033473263451276657,0.0,0.0,,,259.034,252.28886999999997,251.79312000000004
2016-02-09 08:29:00+00:00,2016-02-09 04:01:00+00:00,2016-02-09 08:29:00+00:00,25903.399999999998,25811.4,9973457.13525,9973457.13525,9999268.53525,-9.200588345192884e-06,1,0,25811.4,0.0,25811.4,-92.0,0.0,0.0,[],[],0.0025813288151036408,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 258.11400000000003}]",0.0025813288151036408,25903.399999999998,25811.4,-0.10811170924529091,-0.1650851041097674,-0.0003354539305740947,0.002702060561774327,0.0,0.0,509,2016-02,-7.314647499889748e-05,0.00033446396876598574,0.0,0.0,,,258.11400000000003,252.27046,251.88750333333346
2016-02-10 08:29:00+00:00,2016-02-10 04:01:00+00:00,2016-02-10 08:29:00+00:00,25811.4,25193.899999999998,9973457.13525,9973457.13525,9998651.03525,-6.175451712520097e-05,1,0,25193.899999999998,0.0,25193.899999999998,-617.5,0.0,0.0,[],[],0.0025197299026818235,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 251.939}]",0.0025197299026818235,25811.4,25193.899999999998,-0.1976746374920543,-0.29855282102204594,-0.0003354539305740947,0.002702060561774327,0.0,0.0,510,2016-02,-0.00013489647499886903,0.00033693026056458644,0.0,0.0,,,251.939,252.19013000000004,251.96084666666675
2016-02-11 08:29:00+00:00,2016-02-11 04:01:00+00:00,2016-02-11 08:29:00+00:00,25193.899999999998,25182.6,9973457.13525,9973457.13525,9998639.73525,-1.130152453621136e-06,1,0,25182.6,0.0,25182.6,-11.300000000745058,0.0,0.0,[],[],0.0025186025966331457,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 251.826}]",0.0025186025966331457,25193.899999999998,25182.6,-0.19913695891242084,-0.3007594062371817,-0.0003354539305740947,0.002702060561774327,0.0,0.0,511,2016-02,-0.00013602647499888487,0.0003366003238933519,0.0,0.0,,,251.826,252.12804000000008,252.0329900000001
2016-02-14 08:29:00+00:00,2016-02-14 04:01:00+00:00,2016-02-14 08:29:00+00:00,25182.6,25431.0,9973457.13525,9973457.13525,9998888.13525,2.484337935726444e-05,1,0,25431.0,0.0,25431.0,248.40000000037253,0.0,0.0,"[{'id': '879b9fc3cfff44ebb07b8db818d045c1', 'dt': Timestamp('2016-02-14 08:29:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-02-14 08:29:00+0000', tz='UTC'), 'amount': -100, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(16 [BATBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],0.00254338278976697,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 254.31}]",0.00254338278976697,25182.6,25431.0,-0.16235779068887415,-0.24554706077558652,-0.0003354539305740947,0.002702060561774327,0.0,0.0,512,2016-02,-0.00011118647499896994,0.00033673189774758325,0.0,0.0,,,254.31,252.09686000000008,252.11452000000008
2016-02-15 08:29:00+00:00,2016-02-15 04:01:00+00:00,2016-02-15 08:29:00+00:00,25431.0,0.0,9973457.13525,9999324.89485,9999324.89485,4.3680816716129556e-05,0,0,0.0,0.0,0.0,436.759600000456,0.0,25867.759599999998,"[{'id': '879b9fc3cfff44ebb07b8db818d045c1', 'dt': Timestamp('2016-02-15 08:29:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-02-14 08:29:00+0000', tz='UTC'), 'amount': -100, 'filled': -100, 'commission': 0.1, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(16 [BATBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -100, 'dt': Timestamp('2016-02-15 08:29:00+0000', tz='UTC'), 'price': 258.67859599999997, 'order_id': '879b9fc3cfff44ebb07b8db818d045c1', 'sid': Equity(16 [BATBC]), 'commission': None}]",0.0,[],0.0,25431.0,0.0,-0.09800637835852272,-0.14884146258820177,-0.0003354539305740947,0.002702060561774327,0.0,0.0,513,2016-02,-6.751051499886973e-05,0.00033780691610544325,0.0,0.0,,,258.808,252.16320000000007,252.2476933333334
2016-02-16 08:29:00+00:00,2016-02-16 04:01:00+00:00,2016-02-16 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09791117738546322,-0.14869660468275106,-0.0003354539305740947,0.002702060561774327,0.0,0.0,514,2016-02,-6.751051499886973e-05,0.0003374775215278211,0.0,0.0,,,260.319,252.20792000000006,252.38241000000008
2016-02-17 08:29:00+00:00,2016-02-17 04:01:00+00:00,2016-02-17 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09781625330075805,-0.1485521688986092,-0.0003354539305740947,0.002702060561774327,0.0,0.0,515,2016-02,-6.751051499886973e-05,0.00033714908865013185,0.0,0.0,,,256.42900000000003,252.20071000000007,252.50276666666676
2016-02-18 08:29:00+00:00,2016-02-18 04:01:00+00:00,2016-02-18 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09772160476481251,-0.1484081531896223,-0.0003354539305740947,0.002702060561774327,0.0,0.0,516,2016-02,-6.751051499886973e-05,0.0003368216128018357,0.0,0.0,,,258.079,252.1959400000001,252.62862333333342
2016-02-22 08:29:00+00:00,2016-02-22 04:01:00+00:00,2016-02-22 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09762723044708783,-0.14826455552349532,-0.0003354539305740947,0.002702060561774327,0.0,0.0,517,2016-02,-6.751051499886973e-05,0.00033649508934408673,0.0,0.0,,,259.555,252.22929000000008,252.72428666666673
2016-02-23 08:29:00+00:00,2016-02-23 04:01:00+00:00,2016-02-23 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09753312902602264,-0.14812137388167163,-0.0003354539305740947,0.002702060561774327,0.0,0.0,518,2016-02,-6.751051499886973e-05,0.00033616951366945743,0.0,0.0,,,250.775,252.1731000000001,252.77997333333343
2016-02-24 08:29:00+00:00,2016-02-24 04:01:00+00:00,2016-02-24 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.097439299188955,-0.1479786062592137,-0.0003354539305740947,0.002702060561774327,0.0,0.0,519,2016-02,-6.751051499886973e-05,0.00033584488120166526,0.0,0.0,,,247.284,252.0788700000001,252.83305666666678
2016-02-25 08:29:00+00:00,2016-02-25 04:01:00+00:00,2016-02-25 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09734573963204561,-0.14783625066468536,-0.0003354539305740947,0.002702060561774327,0.0,0.0,520,2016-02,-6.751051499886973e-05,0.00033552118739530297,0.0,0.0,,,243.61100000000002,251.94140000000013,252.87742000000017
2016-02-28 08:29:00+00:00,2016-02-28 04:01:00+00:00,2016-02-28 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09725244906020165,-0.14769430512003487,-0.0003354539305740947,0.002702060561774327,0.0,0.0,521,2016-02,-6.751051499886973e-05,0.00033519842773557096,0.0,0.0,,,244.714,251.8460500000001,252.92546000000013
2016-02-29 08:29:00+00:00,2016-02-29 04:01:00+00:00,2016-02-29 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09715942618700193,-0.14755276766047992,-0.0003354539305740947,0.002702060561774327,0.0,0.0,522,2016-02,-6.751051499886973e-05,0.0003348765977380119,0.0,0.0,,,242.942,251.73072000000008,252.96474000000012
2016-03-01 08:29:00+00:00,2016-03-01 04:01:00+00:00,2016-03-01 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09706666973462144,-0.14741163633439291,-0.0003354539305740947,0.002702060561774327,0.0,0.0,523,2016-03,-6.751051499886973e-05,0.00033455569294825173,0.0,0.0,,,233.12,251.53107000000003,252.9691133333334
2016-03-02 08:29:00+00:00,2016-03-02 04:01:00+00:00,2016-03-02 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09697417843375869,-0.14727090920318825,-0.0003354539305740947,0.002702060561774327,0.0,0.0,524,2016-03,-6.751051499886973e-05,0.0003342357089417373,0.0,0.0,,,232.174,251.32533999999998,252.96640000000005
2016-03-03 08:29:00+00:00,2016-03-03 04:01:00+00:00,2016-03-03 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09688195102356198,-0.14713058434121049,-0.0003354539305740947,0.002702060561774327,0.0,0.0,525,2016-03,-6.751051499886973e-05,0.0003339166413234827,0.0,0.0,,,236.62900000000002,251.18718,252.97351666666668
2016-03-06 08:29:00+00:00,2016-03-06 04:01:00+00:00,2016-03-06 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09678998625155762,-0.1469906598356233,-0.0003354539305740947,0.002702060561774327,0.0,0.0,526,2016-03,-6.751051499886973e-05,0.0003335984857278145,0.0,0.0,,,234.362,251.02668999999997,252.96785666666668
2016-03-07 08:29:00+00:00,2016-03-07 04:01:00+00:00,2016-03-07 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09669828287357837,-0.1468511337863006,-0.0003354539305740947,0.002702060561774327,0.0,0.0,527,2016-03,-6.751051499886973e-05,0.00033328123781812126,0.0,0.0,,,233.016,250.80211,252.9606766666667
2016-03-08 08:29:00+00:00,2016-03-08 04:01:00+00:00,2016-03-08 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09660683965369253,-0.1467120043057176,-0.0003354539305740947,0.002702060561774327,0.0,0.0,528,2016-03,-6.751051499886973e-05,0.0003329648932866058,0.0,0.0,,,233.285,250.63145999999998,252.97147333333336
2016-03-09 08:29:00+00:00,2016-03-09 04:01:00+00:00,2016-03-09 08:29:00+00:00,0.0,0.0,9999324.89485,9999324.89485,9999324.89485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,-0.09651565536413463,-0.14657326951884372,-0.0003354539305740947,0.002702060561774327,0.0,0.0,529,2016-03,-6.751051499886973e-05,0.00033264944785403757,0.0,0.0,,,235.17000000000002,250.47783999999996,252.9925766666667
